"Comment","Sentiment"
"No  I never see the ""Completed rebuilding index"" message. Here's what I see on startup:  INFO  2011-03-21 09:50:41,961 IndexManagerImpl:<init> - search enabled: true INFO  2011-03-21 09:50:41,973 IndexManagerImpl:<init> - index dir: /home/raible/roller_data/search-index INFO  2011-03-21 09:50:42,011 ReferrerQueueManagerImpl:<init> - Instantiating Referrer Queue Manager INFO  2011-03-21 09:50:42,012 ReferrerQueueManagerImpl:<init> - Asynchronous referrer processing = false INFO  2011-03-21 09:50:42,020 ThreadManagerImpl:<init> - Instantiating Thread Manager INFO  2011-03-21 09:50:42,031 WebloggerFactory:bootstrap - Roller Weblogger business tier successfully bootstrapped INFO  2011-03-21 09:50:42,031 WebloggerFactory:bootstrap -    Version: 5.0.0-RC4 INFO  2011-03-21 09:50:42,032 WebloggerFactory:bootstrap -    Revision: r1076253 INFO  2011-03-21 09:50:42,032 WebloggerImpl:initialize - Initializing Roller Weblogger business tier WARN  2011-03-21 09:50:49,462 SharedThemeFromDir:loadThemeFromDisk - Couldn't read theme [Andreas08] preview image file [sm-theme-andreas08.png] INFO  2011-03-21 09:50:49,482 ThemeManagerImpl:initialize - Loaded 7 themes from disk. INFO  2011-03-21 09:50:49,482 ThreadManagerImpl:initialize - Initializing task: ScheduledEntriesTask INFO  2011-03-21 09:50:49,944 ThreadManagerImpl:initialize - Initializing task: ResetHitCountsTask INFO  2011-03-21 09:50:49,993 ThreadManagerImpl:initialize - Initializing task: TurnoverReferersTask INFO  2011-03-21 09:50:50,049 ThreadManagerImpl:initialize - Initializing task: PingQueueTask DEBUG 2011-03-21 09:50:50,077 IndexManagerImpl:initialize - Index inconsistent: new DEBUG 2011-03-21 09:50:50,079 IndexManagerImpl:initialize - Creating index INFO  2011-03-21 09:50:50,122 IndexManagerImpl:initialize - Index was inconsistent. Rebuilding index in the background... DEBUG 2011-03-21 09:50:50,127 IndexManagerImpl:scheduleIndexOperation - Starting scheduled index operation: org.apache.roller.weblogger.business.search.operations.RebuildWebsiteIndexOperation DEBUG 2011-03-21 09:50:50,191 WriteToIndexOperation:run - Starting search index operation DEBUG 2011-03-21 09:50:50,192 RebuildWebsiteIndexOperation:doRun - Reindexining entire site INFO  2011-03-21 09:50:50,275 WebloggerImpl:initialize - Roller Weblogger business tier successfully initialized INFO  2011-03-21 09:50:50,276 RollerContext:initializeSecurityFeatures - Remember Me enabled: true INFO  2011-03-21 09:50:50,278 RollerContext:initializeSecurityFeatures - Password Encryption Algorithm set to 'SHA' INFO  2011-03-21 09:50:50,278 RollerContext:setupVelocity - Initializing Velocity INFO  2011-03-21 09:50:56,132 RequestMappingFilter:init - Request mapping filter initialized, 1 mappers configured. INFO  2011-03-21 09:50:56,157 IPBanFilter:init - INIT IPBanFilter INFO  2011-03-21 09:50:56,158 CompressionFilter:init - Compressed Output ENABLED INFO  2011-03-21 09:50:56,186 MediaResourceServlet:init - Initializing ResourceServlet INFO  2011-03-21 09:50:56,220 PageServlet:init - Initializing PageServlet INFO  2011-03-21 09:50:56,222 WeblogPageCache:<init> - {timeout=3600, enabled=true, size=400, id=cache.weblogpage} INFO  2011-03-21 09:50:56,229 CacheManager:<clinit> - Cache Manager Initialized. INFO  2011-03-21 09:50:56,230 CacheManager:<clinit> - Cache Factory = org.apache.roller.weblogger.util.cache.ExpiringLRUCacheFactoryImpl INFO  2011-03-21 09:50:56,236 SiteWideCache:<init> - {timeout=1800, enabled=true, size=50, id=cache.sitewide} INFO  2011-03-21 09:50:56,237 PageServlet:init - Referrer processing enabled = true INFO  2011-03-21 09:50:56,241 FeedServlet:init - Initializing FeedServlet INFO  2011-03-21 09:50:56,244 WeblogFeedCache:<init> - {timeout=3600, enabled=true, size=200, id=cache.weblogfeed} INFO  2011-03-21 09:50:56,246 ResourceServlet:init - Initializing ResourceServlet INFO  2011-03-21 09:50:56,249 SearchServlet:init - Initializing SearchServlet INFO  2011-03-21 09:50:56,255 CommentServlet:init - Initializing CommentServlet INFO  2011-03-21 09:50:56,297 CommentValidationManager:<init> - Configured CommentValidator: Blacklist Comment Validator / org.apache.roller.weblogger.ui.rendering.plugins.comments.BlacklistCommentValidator INFO  2011-03-21 09:50:56,299 CommentValidationManager:<init> - Configured CommentValidator: Excess Links Comment Validator / org.apache.roller.weblogger.ui.rendering.plugins.comments.ExcessLinksCommentValidator INFO  2011-03-21 09:50:56,301 CommentValidationManager:<init> - Configured CommentValidator: Excess Size Comment Validator / org.apache.roller.weblogger.ui.rendering.plugins.comments.ExcessSizeCommentValidator INFO  2011-03-21 09:50:56,301 CommentValidationManager:<init> - Configured 3 CommentValidators INFO  2011-03-21 09:50:56,302 CommentServlet:init - Comment Throttling DISABLED INFO  2011-03-21 09:50:56,309 PlanetFeedServlet:init - Initializing PlanetRssServlet INFO  2011-03-21 09:50:56,311 PlanetCache:<init> - Planet cache = {timeout=1800, enabled=true, size=10, id=cache.planet} INFO  2011-03-21 09:50:56,314 CommentValidationManager:<init> - Configured CommentValidator: Blacklist Comment Validator / org.apache.roller.weblogger.ui.rendering.plugins.comments.BlacklistCommentValidator INFO  2011-03-21 09:50:56,314 CommentValidationManager:<init> - Configured CommentValidator: Excess Links Comment Validator / org.apache.roller.weblogger.ui.rendering.plugins.comments.ExcessLinksCommentValidator INFO  2011-03-21 09:50:56,315 CommentValidationManager:<init> - Configured CommentValidator: Excess Size Comment Validator / org.apache.roller.weblogger.ui.rendering.plugins.comments.ExcessSizeCommentValidator INFO  2011-03-21 09:50:56,315 CommentValidationManager:<init> - Configured 3 CommentValidators INFO  2011-03-21 09:50:56,318 RSDServlet:init - Initializing RSDServlet INFO  2011-03-21 09:50:56,320 PreviewResourceServlet:init - Initializing PreviewResourceServlet INFO  2011-03-21 09:50:56,340 PreviewServlet:init - Initializing PreviewServlet INFO  2011-03-21 09:50:56,342 PreviewThemeImageServlet:init - Initializing PreviewThemeImageServlet INFO  2011-03-21 09:51:24,197 ContinuousWorkerThread:run - HitCountQueueProcessor Started. INFO  2011-03-21 09:50:56,342 PreviewThemeImageServlet:init - Initializing PreviewThemeImageServlet INFO  2011-03-21 09:51:24,197 ContinuousWorkerThread:run - HitCountQueueProcessor Started. INFO  2011-03-21 09:51:29,473 Blacklist:<clinit> - Initializing MT Blacklist WARN  2011-03-21 09:51:29,478 Blacklist:loadBlacklistFromFile - Couldn't find downloaded blacklist, loaded blacklist.txt from classpath instead INFO  2011-03-21 09:51:29,494 Blacklist:loadBlacklistFromFile - Number of blacklist string rules: 3102 INFO  2011-03-21 09:51:29,495 Blacklist:loadBlacklistFromFile - Number of blacklist regex rules: 15 INFO  2011-03-21 09:51:35,146 RendererManager:<clinit> - Renderer Manager Initialized. INFO  2011-03-21 09:51:35,151 RollerVelocity:<clinit> - Initializing Velocity Rendering Engine DEBUG 2011-03-21 09:51:35,940 IndexManagerImpl:executeIndexOperationNow - Executing index operation now: org.apache.roller.weblogger.business.search.operations.SearchOperation DEBUG 2011-03-21 09:51:36,324 IndexManagerImpl:executeIndexOperationNow - Executing index operation now: org.apache.roller.weblogger.business.search.operations.SearchOperation DEBUG 2011-03-21 09:53:49,889 IndexManagerImpl:executeIndexOperationNow - Executing index operation now: org.apache.roller.weblogger.business.search.operations.SearchOperation DEBUG 2011-03-21 09:53:50,561 IndexManagerImpl:executeIndexOperationNow - Executing index operation now: org.apache.roller.weblogger.business.search.operations.SearchOperation","Neutral"
"Thanks  Tom","Positive"
"Awesome stuff Stephen!","Positive"
"Knut Anders  thanks for the review and the good advice.  The attached patch, rmTestPreparedStatementMethods_v2.diff, should address your comments.","Positive"
"Sorry guys... :( I was the reason for this trouble.","Negative"
"Thanks for the patch!  http://svn.apache.org/viewvc?view=revision&revision=1361531","Positive"
"Thanks Dawid.  bq. Yes, this is pretty much the top-n nodes reordering that I did, albeit without any optimization of how many n to take (the hardcoded magic constants should probably be justified somehow? Or replaced by a default in FST somewhere?).  bq. Deciding how many nodes to reorder is I think hard â€“ I failed to provide any sensible fast heuristic for that and I simply do a simulated annealing to find a local optimum.  Yeah the algo is simplistic now... and it does force caller to pick the params (though minInCountDeref=3 and maxDerefNodes=Inf are probably pretty good)... we can and should make it more sophisticated over time.  We have at least one spare bit to still use in the arc flags :)  bq. One thing I was wondering is why you decided to integrate the packer with the fst â€“ wouldn't it be cleaner to separate packing from construction? Granted, this requires a double pass over the fst nodes and more intermediate memory but it wouldn't add any more complexity to the builder which is already, ehm, a bit complex . You can compare this design in Morfologik:  Well... it's tricky.  First, I decided to change node targets to ords so that pack could use an array to (relatively!) efficiently hold node data, eg inCount, newAddress, etc.  That required making the first pass FST ""modal"" (deref'd or not).  If we didn't do this then the packer would have to use even less RAM efficient data structures (eg Map<Int,X>) I think?  Second, the format written by the packer is tightly coupled with the FST reading, ie there are sizable differences when reading packed vs unpacked FST.  But I agree it'd be cleaner if we could move packing out (eg Util.pack), and more strongly decouple packing from FST format...  One thing I'd really like to somehow do is create different classes for FST writing vs reading, and different classes for each format.  We now have write-ord, write-non-ord, read-packed, read-unpacked (and even the two readers have 3 different modes depending on INPUT_TYPE).  ","Positive"
"That sounds like a plan. I love peer-reviews... :-)","Positive"
"Committed in revision 1363218.","Neutral"
"Sorry  https://bugzilla.mozilla.org/show_bug.cgi?id=514760 is related but not same.","Negative"
"Attached patch for review...  Christian could you see if this works for you? Thanks!","Positive"
"this looks good  but a bunch of tests are now broken because of the new hidden input  I will fix the tests  do some more testing and commit in the next few days. thanks for the patch!","Positive"
"committed as 1307725. thanks for Ivan's improvement  thanks Flavio for reviewing.","Positive"
"The responder seemed to be a bottleneck.","Negative"
"{quote}You are messing down deep below hbase in dfs.","Negative"
"No idea about the issue resolution/if it's still active  but I'm afraid that by no stretch of the imagination can it be termed a ""Critical"" issue.","Negative"
"Hi   I just made some more (long running) tests, and found some problems in the patch I submitted. The mechanism is working, but it shrinks the caches too quickly, and it prints too much log output (log.info instead of log.debug). I will fix those problems and submit a new patch. Sorry.  Thomas","Negative"
"Sorry about the report.","Negative"
"Thanks  Andreas  I will check it ","Positive"
"Junit patch committed Revision: 634284 - Thanks John.","Positive"
"Version 2.2.0RC3 is fine.","Positive"
"Bug in existing testDelegationTokenRestoredOnRMrestart().","Negative"
"I'm moving this to 0.6  as I really can't stand to release with this. If this becomes too long, we can move it again to 0.7.","Neutral"
"Oops  had a bad comparator in the TestCLI config.","Negative"
"Looks pretty cool. Fresh and minimalist. Love it :-) Good work.","Positive"
"Am I doing something stupid here?","Negative"
"new patch looks good to me  +1","Positive"
"Thank you!","Positive"
"Thanks henry and pat... we'll have to re submit all the PA's so trigger hudson.","Positive"
"I just committed this.  Thanks  JordÃ !","Positive"
"Thanks for your work on this Allen!","Positive"
"Wow  that was some bad copy/paste work.","Negative"
"Looks good to me.  Mike","Positive"
"Cheers!","Positive"
"Thanks for the new patch  Kristian! The changes look good to me. +1 to commit.  A tiny nit in StatementPoolingTest; the code below could be expressed with an assertEquals now that there's only one condition:  if (!simpleName.equals(expectedName)) { -            if (!simpleName.equals(expectedName + ""40"")) { -                fail(""Expected class name "" + expectedName + "" or "" + -                        expectedName + ""40, got "" + simpleName); -            } +            fail(""Expected class name "" + expectedName + "", got "" + +                    simpleName); }","Positive"
"I didn't have time to work on this yet ...","Negative"
"Committed  thanks Jiayan!","Positive"
"If you know of a way  please describe it.","Negative"
"The patch looks good  just applied on the 1.1 branch and trunk. Thanks a lot  keep them coming! :)","Positive"
"Further optimized caching in KernelNodeStore a bit in revision: 1450145  The test now just runs for a very long time (with -Xmx128m) and didn't run out of memory so far on my machine. Though, it is still working on 51200 child nodes after it reported '25600 nodes in 1440293 ms'.","Neutral"
"Sorry  I use JDK 1.4.2_06 and not 1.4.1 :)","Negative"
"There is a bug in PayloadNearQuery. If there are multiple top level spans that match the query  only the payloads of the first one are retrieved. This patch fixes this bug by iterating over all the top level spans to get the payloads (see 'setFreqCurrentDoc')  > The base explain method can't be abstract. Something like Ah, right. This is included in the patch  >The changes don't seem thread safe any more since there are now member variables. It may still be all right, but have you looked at this aspect?  I guess that could be said about PayloadTermSpanScorer and PayloadNearSpanScorer, too (payloadScore, payloadsSeen). As for the PayloadFunction classes, they seem lightweight enough to be created with each query. Is there a better pattern?  Peter   ","Neutral"
"Actually i made a simple test on 2 small linkdb  and i didn't see any improvment. You're right. There is no need to add it.","Neutral"
"Thanks Suresh.","Positive"
"durrrh  that sucks.","Negative"
"once per every bad disk).","Negative"
"I am new to Mina and the whole environment.","Negative"
"Juhani..my bad  i was mistaken.","Negative"
"Sorry guys  I've been pretty busy @ work but I have been watching this.","Negative"
"How on earth is it buggy?","Negative"
"Closing all resolved tickets from 2010 or older","Neutral"
"Closing as a duplicate of DERBY-3061  which is fixed in Derby 10.3.2.1.","Neutral"
"Hi Tommaso   bq. However I think it should be good if it was possible to alternatively get rid of the uimaConfig file defining each parameter inside the Processor with Solr elements (str/lst/int etc.) as well.  I've done this in the attached patch. Please review it. I'm not confident about the part:  {code} <lst name=""fieldMappings""> <lst name=""mapping""> <str name=""type"">org.apache.uima.SentenceAnnotation</str> <str name=""feature"">coveredText</str> <str name=""field"">sentence</str> </lst> </lst> {code}  the structure is appropriate or not.","Neutral"
"Igor is an idiot  and we *do* need gmake.","Negative"
"Attached image showing blip padding in the Google Wave client.","Neutral"
"This whole thing is very distressing to me.","Negative"
"Patch applied!  Thanks.","Positive"
"yup sorry just fixed.","Negative"
"This is something that some people have asked for since my CNET days...  I thought there was already an open issue for this  but I can't seem to find it (so I guess not!)","Neutral"
"Thanks Suresh","Positive"
"Forgot about these  sorry.","Negative"
"Will review by EOD today. Thanks for the tip.","Positive"
"You are messing down deep below hbase in dfs.","Negative"
"Committed to trunk and branch-22. Thanks  Ari!","Positive"
"It is OK  thanks Stepan.","Positive"
"Thanks  Rick!","Positive"
"great. awesome job sergey!","Positive"
"This is default for staging in hadoop 1  <property> <name>mapreduce.jobtracker.staging.root.dir</name> <value>${hadoop.tmp.dir}/mapred/staging</value> <description>The root of the staging area for users' job files In practice, this should be the directory where users' home directories are located (usually /user) </description> </property> ","Neutral"
"Hi ShengTao  you would think if you follow:  1. Check if the service is there, add if it is not. 2. Then add a bindingTemplate.  Then you would not be overwriting a bindingTemplates. You are right though, if you are saving a service it will overwrite the existing one, and it will remove any bindingTemplates if they are there. The current behavior is how the UDDI v3 spec tells us to so it, but we could add a config option to differentiate from the spec.  Please let me know if you are following the above strategy and *still* seeing issues.  --Kurt  ","Neutral"
"Thanks  Jing!","Positive"
"Sounds like a good idea.","Positive"
"Please find the attached screenshot for reference","Neutral"
"Created an attachment (id=3493) Patch to validator-rules.xml for bug ","Neutral"
"And  Could you please explain detail?","Neutral"
"Tabs are evil.","Negative"
"This is a java problem.","Neutral"
"Patch looks mostly good to me.  One comment: I think the name ""moveAndDeleteLocalFiles"" isn't quite descriptive enough. Perhaps ""asyncDeletePathOnEachVolume"" or something? The fact that the path is relative to *all* volumes and will be deleted on each of them is the key part I didn't understand at the first pass through the JIRA.  I agree with Vinod that it would be nice to share code with CleanupQueue, but would be fine seeing it in another JIRA.","Positive"
